code,company_name,market,feature,business_composition,industries,themes,business1,business2,business3,business_sales1,business_sales2,business_sales3,business_profit1,business_profit2,business_profit3,overseas
9158,シーユーシー,東証グロース,日米の医療機関支援、難病向けホスピス、居宅訪問看護が柱。有料老人ホームも。エムスリー系,医療機関37(21)、ホスピス29(7)、居宅訪問看護26(10)、メディカルケアレジデンス8(8)、他0(46) <25.3>,介護,ホスピス,医療機関,ホスピス,居宅訪問看護,37,29,26,21,7,10,
9159,W TOKYO,東証グロース,『東京ガールズコレクション(TGC)』運営。地方創生、ブランド力活用したロイヤルティ収入も,TGCプロデュース75、コンテンツプロデュース・ブランディング24、デジタル広告2【海外】11 <24.6>,,地方創生,,,,,,,,,,11
9160,ノバレーゼ,東証スタンダード,ブライダル主力でゲストハウスやドレスショップを展開。レストランも。TKPの子会社に,ブライダル94(14)、レストラン特化型6(4) <24.12>,"ウェディン,関東",ウエディング,ブライダル,レストラン特化型,,94,6,,14,4,,
9162,ブリーチ,東証グロース,成果報酬型の集客支援展開。当社が広告費負担するモデルに特徴。広告制作から運用まで内製,シェアリング型統合マーケティング100 <24.6>,,広告,,,,,,,,,,
9163,ナレルグループ,東証グロース,建設業界向け技術者派遣が主柱。IT技術者派遣にも業容拡大。未経験者を採用して早期戦力化,建設ソリューション90(13)、ITソリューション10(6) <24.10>,,技術者派遣,建設ソリューション,ITソリューション,,90,10,,13,6,,
9164,トライト,東証グロース,介護、看護、保育の人材紹介、派遣が主力。建設業向け派遣も手がける。利益は第2四半期に集中,人材サービス100 <24.12>,"人材派遣,介護,近畿",人材紹介,,,,,,,,,,
9165,クオルテック,東証グロース,半導体・電子部品の信頼性評価が柱。レーザーによる微細加工も受託。主要顧客はデンソー,信頼性評価88(31)、微細加工8(36)、他4(8) <24.6>,電子部品,パワー半導体,信頼性評価,微細加工,,88,8,,31,36,,
9166,GENDA,東証グロース,エンタメ業界のM&Aや海外展開で成長。現在はアミューズメント施設『GiGO』が中心,エンタメ・プラットフォーム90(13)、エンタメ・コンテンツ10(3) <25.1>,"レジャー,娯楽施設,関東",M&A,エンタメ・プラットフォーム,エンタメ・コンテンツ,,90,10,,13,3,,
9168,ライズ・コンサルティング・グループ,東証グロース,総合コンサル会社。資料作成だけでなく課題解決への実行支援に特長。SHIFTの持分会社に,コンサルティング100 <25.2>,"コンサル,関東",DX化支援,,,,,,,,,,
9171,栗林商船,東証スタンダード,内航大手。北海道と東京、大阪間が主航路で新聞用紙が主。外航、青函フェリーに加えホテルも,海運92(5)、ホテル5(9)、不動産1(42)、他2(-11) <25.3>,"海運,関東",,海運,ホテル,不動産,92,5,1,5,9,42,
9173,東海汽船,東証スタンダード,伊豆七島の観光・生活航路を独占。大島でバス運行、ホテル経営。貨物運送も。特産品ECを育成,海運関連88(7)、商事料飲8(9)、ホテル2(3)、旅客自動車運送2(5) <24.12>,"海運,関東",サーチャージ,海運関連,商事料飲,ホテル,88,8,2,7,9,3,
9193,東京汽船,東証スタンダード,曳船で国内2位、東京湾全域に展開し外国船に強い。フェリーや観光船運航も。香港に曳船合弁,曳船75(-4)、旅客船21(-5)、売店・食堂5(-3) <25.3>,"海運,関東",インバウンド,,,,,,,,,,
9201,日本航空,東証プライム,国内、国際線で2位。傘下にLCCジップエア、中国、豪州系も。マイレージなど非航空注力,フルサービスキャリア76(8)、LCC5(11)、マイル/金融・コマース7(19)、他12(5) <25.3>,"空運,空飛ぶ車,関東",インバウンド,フルサービスキャリア,マイル/金融・コマース,LCC,76,7,5,8,19,11,
9202,ANAホールディングス,東証プライム,国内線、国際線とも首位。傘下にLCCのピーチ。東南アジア軸のエアージャパンも。貨物強化,航空89(10)、航空関連2(1)、旅行2(0)、商社5(4)、他1(3) <25.3>,"空運,空飛ぶ車,関東",インバウンド,航空,商社,航空関連,89,5,2,10,4,1,
9204,スカイマーク,東証グロース,国内第3位の中堅航空会社。羽田発着の国内線に強み。民事再生手続きを経て、22年末再上場,旅客収入97、他収入3 <25.3>,"空運,関東",国内線,,,,,,,,,,
9206,スターフライヤー,東証スタンダード,北九州拠点の新興航空。出張客軸で高単価。座席広めと独自戦略。ジャパネットHDが大株主,定期旅客運送収入100、附帯収入0 <25.3>,"空運,九州沖縄",インバウンド,,,,,,,,,,
9211,エフ・コード,東証グロース,デジタルマーケティングとAIテクノロジー事業を展開。積極的なM&Aでグループ力を拡大,DX100 <24.12>,,SaaS,,,,,,,,,,
9212,Green Earth Institute,東証グロース,微生物使い石油に代わるバイオマス由来化学品の研究開発を行うベンチャー。製造は外部委託,バイオものづくり100 <24.9>,,バイオ燃料,,,,,,,,,,
9213,セイファート,東証スタンダード,美容師向け求人情報サイト『リクエストQJナビ』展開、人材派遣も。美容室でのEC運営模索,サロンサポート100 <24.12>,,美容,,,,,,,,,,
9214,Recovery International,東証グロース,看護師やリハビリ職による訪問看護サービスが中心。1拠点11人体制でドミナント展開,訪問看護サービス100 <24.12>,"介護,関東",訪問看護,,,,,,,,,,
9215,CaSy,東証グロース,掃除や料理など家事代行サービス会社。受付から料金支払いまでWebで完結するDX化特徴,お掃除代行・お料理代行97、他3 <24.11>,"生活サー,関東",子育て支援,,,,,,,,,,
9216,ビーウィズ,東証プライム,自社開発システムによるコールセンター運営に強み。同システムは外販も。パソナグループ,コンタクトセンター・BPO100 <24.5>,関東,コールセンター,,,,,,,,,,
9218,メンタルヘルステクノロジーズ,東証グロース,法人客の産業保健業務に属する心身の健康管理サービスを軸にクラウド提供、医師人材紹介も,MHS50(26)、MWS47(11)、MCS2(20)、DM1(16) <24.12>,"ソフト（業務）,ソフト（業界）,医療テック",クラウド,MHS,MWS,MCS,50,47,2,26,11,20,
9219,ギックス,東証グロース,データ活用の営業・業務効率化支援システム開発。観光・商業施設回遊サービス『マイグル』展開,Data‐Informed100 <24.6>,"システム,関東",大阪・関西万博,,,,,,,,,,
9220,エフビー介護サービス,東証スタンダード,福祉用具と介護事業を運営。有料老人ホーム、グループホーム等を信越・北関東・首都圏に展開,福祉用具42(7)、介護58(5) <25.3>,中部,介護,介護,福祉用具,,58,42,,5,7,,
9221,フルハシEPO,東証スタンダード,廃材リサイクル主力、建設廃棄物や木製パレット扱う。東海地区が基盤。バイオマス発電に出資,バイオマテリアル72(16)、資源循環17(5)、他11(0) <25.3>,"リサイクル,中部",資源リサイクル,バイオマテリアル,資源循環,,72,17,,16,5,,
9223,ASNOVA,東証グロース,くさび式足場のレンタル・販売が主力。全国展開の機材センター設置で差別化。海外M&A推進,仮設機材レンタル83、仮設機材販売15、他2 <25.3>,"地図・ナビ,防災",ベトナム,,,,,,,,,,
9225,ブリッジコンサルティンググループ,東証グロース,経営管理支援コンサル。外部の公認会計士を紹介する専門家シェア展開。社員は全員公認会計士,プロシェアリング100 <24.9>,コンサル,シェアリング,,,,,,,,,,
9227,マイクロ波化学,東証グロース,電子レンジなどに使われるマイクロ波を用いる製造プロセスを開発。大阪大発。共同開発主体,マイクロ波化学関連100 <25.3>,,脱炭素,,,,,,,,,,
9229,サンウェルズ,東証プライム,パーキンソン病専門老人ホーム・PDハウス運営。上場前からの診療報酬不正請求判明で再審査,PDハウス88、医療特化型住宅7、グループホーム1、デイサービス2、福祉用具2、加圧トレーニング0 <25.3>,中部,介護,,,,,,,,,,
9233,アジア航測,東証スタンダード,航空測量3位。GIS(地理情報システム)等の情報システムとコンサルが柱。官公庁向けが過半,社会インフラマネジメント63、国土保全コンサルタント27、他10 <24.9>,"地図・ナビ,関東",脱炭素,,,,,,,,,,
9235,売れるネット広告社グループ,東証グロース,DtoC事業者にネット広告商品販売ページ制作支援サービス展開、広告出稿、通信機器貸与も,ネット通販向けデジタルマーケティング支援89(-45)、ネット通販11(3) <24.7>,"eコマース,九州沖縄",サブスクリプション,ネット通販,,,11,,,3,,,
9236,ジャパンM&Aソリューション,東証グロース,低単価報酬の中小企業向けに特化、事業承継に強いM&A仲介。『相談されたら断らない』が理念,M&A成約報酬90、M&Aコンサルティング10 <24.10>,"M＆A仲介,関東",事業承継,,,,,,,,,,
9237,笑美面,東証グロース,老人ホーム等の入居検討者に施設を紹介するマッチング事業が主。ホーム運営向けコンサルも,シニアホーム紹介サービス84、シニアホーム運営コンサルティング15、他1 <24.10>,介護,コンサルティング,,,,,,,,,,
9238,バリュークリエーション,東証グロース,Web広告通じた販促支援が柱。空き家持つ個人客と全国の解体業者を結ぶ『解体の窓口』運営,マーケティングDX94(19)、不動産DX6(0) <25.2>,関東,販売促進支援,マーケティングDX,不動産DX,,94,6,,19,0,,
9240,デリバリーコンサルティング,東証グロース,業種を問わず、データ分析や既存システムのDXなど開発を支援。顧客のデジタル人材育成も,デジタルトランスフォーメーション100 <24.7>,"システム,関東",DX化支援,,,,,,,,,,
9241,フューチャーリンクネットワーク,東証グロース,地域情報サイト『まいぷれ』を直営とパートナー企業通じ展開。ふるさと納税など自治体支援も,地域情報流通54(29)、公共ソリューション46(15) <24.8>,"アプリ,関東",ふるさと納税,地域情報流通,公共ソリューション,,54,46,,29,15,,
9242,メディア総研,東証グロース,高専生、地方理工系大学生向け就職活動イベントの企画・運営、Webサイト制作等関連事業も,就職活動イベント86、企画制作14 <24.7>,"人材派遣,九州沖縄,転職",イベント,,,,,,,,,,
9244,デジタリフト,東証グロース,デジタル広告運用と広告制作展開。広告成果を機動的に見直し修正するアジャイル運用に強み,統合デジタルマーケティング100 <24.9>,,SEO,,,,,,,,,,
9245,リベロ,東証グロース,引っ越しや新生活に必要な手続き支援サービスに競争力、不動産会社や一般法人向けが収益柱,不動産会社向けサービス48、法人企業向けサービス45、引越会社向けサービス7 <24.12>,"生活サー,関東",引っ越し,,,,,,,,,,
9246,プロジェクトホールディングス,東証グロース,デジタル技術を活用し、新規事業開発や既存事業変革を支援。デジタルマーケなどの戦略立案も,デジタルトランスフォーメーション75(9)、DXxテクノロジー19(-9)、DXxHR6(6) <24.12>,コンサル,DX化支援,デジタルトランスフォーメーション,DXxHR,,75,6,,9,6,,
9247,TREホールディングス,東証プライム,タケエイとリバーHDが21年10月統合。廃棄物の再資源化から処分まで一貫、バイオマス発電も,廃棄物処理・再資源化44(38)、資源リサイクル36(8)、再生可能エネルギー11(1)、他9(7) <25.3>,"リサイクル,関東",再生可能エネルギー,廃棄物処理・再資源化,資源リサイクル,再生可能エネルギー,44,36,11,38,8,1,
9248,人・夢・技術グループ,東証プライム,建設コンサル上位で、長大橋では世界的実績を有する長大が純粋持株会社を設立して上場,コンサルタント96(29)、サービスプロバイダ2(22)、プロダクツ2(9)【海外】9 <24.9>,,空飛ぶクルマ,コンサルタント,サービスプロバイダ,プロダクツ,96,2,2,29,22,9,9
9249,日本エコシステム,東証スタンダード,公営競技場運営受託と設備整備、道路保守点検、水質管理が3本柱。中部地方地盤。M&A積極的,公共サービス47(15)、環境11(16)、交通インフラ37(22)、他4(9) <24.9>,中部,M&A,公共サービス,交通インフラ,環境,47,37,11,15,22,16,
9250,GRCS,東証グロース,金融や通信業界向けにガバナンス、リスク等のコンサル提供、証券取引プラットフォームを育成,ソリューション85、プロダクト15 <24.11>,,コンサルティング,,,,,,,,,,
9251,AB&Company,東証グロース,純粋持株会社。美容室『Agu.』運営。FC柱で内装工事も展開。スタイリストと業務委託契約,直営美容室運営82(1)、フランチャイズ9(41)、インテリアデザイン10(5)、他-(44) <24.10>,"理美容,関東",累進配当,直営美容室運営,インテリアデザイン,フランチャイズ,82,10,9,1,5,41,
9252,ラストワンマイル,東証グロース,電力・ガス料金、宅配水など複数サービスを取次販売。AIツール活用の高効率DX営業に強み,ラストワンマイル100 <24.8>,,M&A,,,,,,,,,,
9253,スローガン,東証グロース,ベンチャー、スタートアップ企業向け新卒採用プラットフォーム『Goodfind』等を運営,学生向けサービス79、社会人向けサービス6、メディア・SaaS分野15 <25.2>,"人材派遣,転職",SaaS,,,,,,,,,,
9254,ラバブルマーケティンググループ,東証グロース,SNSマーケティング支援を戦略策定から運用代行、支援ツール、教育まで一貫して手がける,SNSマーケティング95(29)、DX支援5(-7) <24.10>,,SaaS,SNSマーケティング,,,95,,,29,,,
9256,サクシード,東証グロース,教員やICT支援員、保育士など教育・福祉の人材サービス展開。家庭教師、個別指導塾も展開,教育人材支援33(15)、福祉人材支援14(16)、個別指導教室39(24)、家庭教師15(5) <25.3>,,個別指導,個別指導教室,教育人材支援,家庭教師,39,33,15,24,15,5,
9257,YCPホールディングス(グローバル),東証グロース,アジア中心に22拠点でM&AやDX導入など経営支援。DXやマーケティング、サステナビリティなど専門領域特化のサービスも展開。JDR(日本型預託証券)として上場,,,マーケット指標,,,,,,,,,,
9258,CS-C,東証グロース,美容室や飲食店のマーケティングをDX化。月額制のマーケ支援ツール『C‐mo』等を展開,ローカルビジネスDX100 <24.9>,,SaaS,,,,,,,,,,
9259,タカヨシホールディングス,東証グロース,食の産直プラットフォーム店舗『わくわく広場』を全国で多店展開。24年春に持株会社制に移行,生産者商品89、他11 <24.9>,関東,総菜,,,,,,,,,,
9262,シルバーライフ,東証スタンダード,高齢者向け配食サービスのFC本部運営。高齢者施設への食材販売、冷凍弁当OEM・倉庫業も,FC加盟店65、高齢者施設等11、直販他23 <24.7>,"中食,関東",FC,,,,,,,,,,
9264,ポエック,東証スタンダード,水処理機器販売から出発し、動力、防災関連等へと拡大。技術サービス営業が強み。全国展開,環境・エネルギー53(5)、動力・重機等43(13)、防災・安全5(15) <24.8>,中国四国,陸上養殖,環境・エネルギー,動力・重機等,防災・安全,53,43,5,5,13,15,
9265,ヤマシタヘルスケアホールディングス,東証スタンダード,純粋持株会社、九州トップクラスの医療機器販売、山下医科器械が株式移転により17年に設立,医療機器販売99(4)、医療機器製造・販売0(0)、医療モール0(0) <24.5>,"医療機器,九州沖縄",医療機器・機材,医療機器販売,医療機器製造・販売,医療モール,99,0,0,4,0,0,
9267,Genky DrugStores,東証プライム,福井地盤のドラッグストア。近年は滋賀出店に注力。低価格で集客、食品が売上の約7割占める,食品69、雑貨12、化粧品10、医薬品8、他1 <24.6>,"ドラッグ店,中部",PB,,,,,,,,,,
9268,オプティマスグループ,東証スタンダード,オセアニアなど海外向け自動車総合サービス事業。中古車の輸出、物流、検査など。豪州新車も,輸出入15(2)、物流11(6)、サービス1(4)、検査1(3)、小売・卸売72(2)、他0(15)【海外】98 <25.3>,"中古車,関東",豪州,小売・卸売,輸出入,物流,72,15,11,2,2,6,98
9270,バリュエンスホールディングス,東証グロース,中古ブランド品大手。店舗は買い取り主力で販売は自社オークション主。小売り、ECも強化,ブランド品、骨董・美術品等リユース100【海外】18 <24.8>,"中古,時計・宝飾,関東",インバウンド,,,,,,,,,,18
9271,和心,東証グロース,かんざしや傘、箸など和雑貨の物販が主力。雑貨に社名など名入れのOEMも。京都が重点地区,モノ94(29)、他6(15) <24.12>,"家具,関東",インバウンド,モノ,,,94,,,29,,,
9272,ブティックス,東証グロース,介護業界向けM&A仲介が成長中。事業者向けに展示商談会を大都市で開催。人材採用支援も,展示会47(37)、M&A仲介37(52)、人材採用支援16(18)、他0(100) <25.3>,M＆A仲介,事業承継,展示会,M&A仲介,人材採用支援,47,37,16,37,52,18,
9273,コーア商事ホールディングス,東証プライム,ジェネリック医薬品の原薬販売が収益柱。注射剤や経口剤を中心とした医薬品製造販売も行う,原薬販売62(18)、医薬品製造販売38(20) <24.6>,"専門商社,関東",原薬,原薬販売,医薬品製造販売,,62,38,,18,20,,
9274,KPPグループホールディングス,東証プライム,海外大型買収で紙専門商社売上首位に。紙関連卸に加え、高付加価値新事業をグローバルで展開,紙パルプ等卸売・紙52、同・板紙13、同・パルプ・古紙8、同・他27、不動産0【海外】62 <25.3>,"紙パルプ,専門商社,関東",M&A,,,,,,,,,,62
9275,ナルミヤ・インターナショナル,東証スタンダード,子供服の企画販売SPA。SC向け『プティマイン』など。22年アパレルのワールドが子会社化,ベビー・子供服の企画販売・百貨店24、同・ショッピングセンター39、同・eコマース22、同・他14 <25.2>,"アパレル,子ども,関東",インバウンド,,,,,,,,,,
9278,ブックオフグループホールディングス,東証プライム,中古本首位ブックオフの持株会社。店舗とECの連携強化。大型店やエンタメ強化店で出店再開,国内ブックオフ89(5)、プレミアムサービス6(6)、海外4(16)、他1(-9) <24.5>,"中古,書店,eコマース",リユース,国内ブックオフ,プレミアムサービス,海外,89,6,4,5,6,16,
9279,ギフトホールディングス,東証プライム,横浜家系ラーメン『町田商店』を直営展開。麺やスープなど食材を提供するプロデュース事業も,直営店84、プロデュース16 <24.10>,"外食（ファ）,関東",ラーメン,,,,,,,,,,
9301,三菱倉庫,東証プライム,倉庫大手上位。施設高度化推進。医療、食品、機械・電機、新素材に重点。賃貸やマンション販売も,物流83(6)、不動産17(29)【海外】21 <25.3>,"倉庫,関東",政策保有株,物流,不動産,,83,17,,6,29,,21
9302,三井倉庫ホールディングス,東証プライム,倉庫最大手。総合物流展開。国際サプライチェーン輸送にグループで対応。不動産をリテナント,物流98(8)、不動産2(32)【海外】27 <25.3>,"倉庫,関東",再生医療,物流,不動産,,98,2,,8,32,,27
9303,住友倉庫,東証プライム,倉庫大手で総合物流展開、傘下に遠州トラック。海運子会社売却。不動産賃貸下支え。土地含み大,物流94(8)、不動産6(48)【海外】15 <25.3>,"倉庫,近畿",倉庫・物流施設,物流,不動産,,94,6,,8,48,,15
9304,澁澤倉庫,東証プライム,澁澤榮一創業の倉庫準大手。早くから陸運強化。保有土地活用し不動産業拡充。アジア積極開拓,物流92(5)、不動産8(52) <25.3>,"倉庫,関東",ベトナム,物流,不動産,,92,8,,5,52,,
9305,ヤマタネ,東証プライム,倉庫準大手で海外引っ越しも。コメ卸売り販売大手。M&Aで食品事業拡大。不動産賃貸下支え,物流関連31(6)、食品関連61(5)、情報関連2(2)、不動産関連6(40) <25.3>,"倉庫,農業,関東",物流,食品関連,物流関連,不動産関連,61,31,6,5,6,40,
9306,東陽倉庫,東証スタンダード,中部地盤で関東でも総合物流事業を展開。米国・アジアを中心に国際物流も充実。不動産事業も,物流98(6)、不動産2(41) <25.3>,"倉庫,中部",倉庫・物流施設,物流,不動産,,98,2,,6,41,,
9307,杉村倉庫,東証スタンダード,関西倉庫業の老舗、流通加工や運送も。不動産賃貸、ゴルフ練習場など併営。野村HDグループ,物流85(11)、不動産12(61)、他3(27) <25.3>,"倉庫,近畿",倉庫・物流施設,物流,不動産,,85,12,,11,61,,
9308,乾汽船,東証スタンダード,外航海運は中小型ばら積み船主力、倉庫・運送や不動産賃貸も。配当性向は業績連動、下限6円,外航海運74(9)、倉庫・運送12(9)、不動産13(48) <25.3>,"海運,関東",シンガポール,外航海運,不動産,倉庫・運送,74,13,12,9,48,9,
9310,日本トランスシティ,東証プライム,倉庫業界4位、中部地区最大。総合物流企業で海外に展開。四日市港で取扱品目の多様化を推進,総合物流98(6)、他2(15) <25.3>,"倉庫,近畿",倉庫・物流施設,総合物流,,,98,,,6,,,
9311,アサガミ,東証スタンダード,総合物流と印刷の2本柱。婚礼案内状・年賀状印刷大手。読売、東京新聞の印刷も。利益年末集中,物流56(9)、不動産5(50)、印刷38(3)、他1(9) <25.3>,"倉庫,関東",印刷,物流,印刷,不動産,56,38,5,9,3,50,
9312,ケイヒン,東証スタンダード,総合物流準大手。中古車輸出強い。通販流通センター受託も。米国大手BDPと連携し海外強化,国内物流55(10)、国際物流45(7) <25.3>,"倉庫,関東",倉庫・物流施設,国内物流,国際物流,,55,45,,10,7,,
9313,丸八倉庫,東証スタンダード,首都圏中心に仙台にも倉庫持つ。文書保管を拡大。東京、仙台等で不動産事業強化し第2の柱に,物流87(16)、不動産13(51) <24.11>,"倉庫,関東",倉庫・物流施設,物流,不動産,,87,13,,16,51,,
9319,中央倉庫,東証プライム,内陸の総合物流でトップクラス。倉庫上位の安田倉庫と連携、補完し合い国際貨物拡大に注力,国内物流80(11)、国際貨物19(9)、不動産賃貸1(43) <25.3>,"倉庫,近畿",物流,国内物流,国際貨物,不動産賃貸,80,19,1,11,9,43,
9322,川西倉庫,東証スタンダード,業界中堅。普通、定温、冷蔵倉庫兼営。自社ネットワーク、IT強化で総合物流志向。アジア開拓,国内物流81(8)、国際物流18(4)、他1(65) <25.3>,"倉庫,近畿",倉庫・物流施設,国内物流,国際物流,,81,18,,8,4,,
9324,安田倉庫,東証プライム,旧財閥系の倉庫準大手。外資系の取り扱い多い。首都圏軸に事業展開し関西強い中央倉庫と提携,物流92(7)、不動産8(30) <25.3>,"倉庫,関東",シンガポール,物流,不動産,,92,8,,7,30,,
9325,ファイズホールディングス,東証スタンダード,EC向けに物流センター運営やスタッフ派遣、拠点間輸送、宅配など展開。アマゾンが最大顧客,ECソリューションサービス92(5)、国際物流サービス2(-1)、他6(5) <25.3>,"倉庫,近畿",倉庫・物流施設,ECソリューションサービス,,,92,,,5,,,
9326,関通,東証グロース,EC、通販の物流支援サービスが柱。自社開発ソフト販売にも注力。楽天Gと資本、業務提携,物流サービス95(-2)、ITオートメーション4(52)、他1(-49) <25.2>,"倉庫,近畿",物流,ITオートメーション,,,4,,,52,,,
9327,イー・ロジット,東証スタンダード,EC事業者に物流代行(在庫管理や梱包、代金回収等)サービスを展開。運営代行、コンサルも,BPOサービス100 <25.3>,"倉庫,関東",物流,,,,,,,,,,
9330,揚羽,東証グロース,採用や企業ブランディング支援の専門企業。コンサルからサイト制作まで一気通貫で取り組む,リクルーティング支援領域34、コーポレート支援領域66 <24.9>,,採用支援,,,,,,,,,,
9331,キャスター,東証グロース,中小企業のバックオフィス業務リモート支援が柱。求職者と企業をマッチングする人材派遣も,WaaS81(24)、他19(-32) <24.8>,九州沖縄,AIエージェント,WaaS,,,81,,,24,,,
9332,NISSOホールディングス,東証プライム,製造業派遣・請負大手。自動車、電機、精密機器向け主体。老人ホーム運営。23年10月持株会社化,総合人材サービス97、介護・福祉サービス3 <25.3>,"人材派遣,関東",介護,,,,,,,,,,
9336,大栄環境,東証プライム,産業・一般廃棄物の収集運搬、中間処理・再資源化、最終処分まで一貫。最終処分場の保有に強み,環境関連97(28)、他3(-8) <25.3>,"リサイクル,近畿",資源リサイクル,環境関連,,,97,,,28,,,
9337,トリドリ,東証グロース,インフルエンサーと企業をつなぐプラットフォーム展開。個人事業主向けサービスに注力中,プロダクト領域63、マーケティングパートナー領域37 <24.12>,"ユーチューバー,関東",インフルエンサー,,,,,,,,,,
9338,INFORICH,東証グロース,スマホ用充電器のレンタルが柱。充電器スタンドを活用しサイネージ広告も。アジア等海外展開,ChargeSPOT100【海外】22 <24.12>,シェアエコ,シンガポール,,,,,,,,,,22
9339,コーチ・エィ,東証スタンダード,国内外でコーチング事業展開。組織開発支援に強み。米・中・タイに拠点。顧客の8割が上場企業,コーチング100【海外】15 <24.12>,,タイ,,,,,,,,,,15
9340,アソインターナショナル,東証スタンダード,矯正に特化した歯科技工物を展開。デジタル採寸データ活用した加工を拡張。米国に販売拠点,矯正歯科技工物売上・アナログ54、同・デジタル30、他16 <24.6>,,歯科関連,,,,,,,,,,
9341,GENOVA,東証プライム,医療機関紹介を含む医療情報サイト運営と、自動受付精算機のクリニック向け販売の2本柱,メディカルプラットフォーム63(50)、スマートクリニック32(18)、他6(20) <25.3>,,医療情報,メディカルプラットフォーム,スマートクリニック,,63,32,,50,18,,
9342,スマサポ,東証グロース,入居者向けにネット回線などの案内行う『スマサポサンキューコール』による紹介手数料が柱,不動産管理会社向けソリューション提供100 <24.9>,,不動産管理,,,,,,,,,,
9343,アイビス,東証グロース,モバイルペイントアプリ『ibisPaint』運営。サブスクが急成長中。企業向け開発支援も,モバイル56(51)、ソリューション44(14)【海外】42 <24.12>,中部,生成AI,モバイル,ソリューション,,56,44,,51,14,,42
9344,アクシスコンサルティング,東証グロース,コンサルタント中心の人材紹介会社。マネジャー級の転職支援に強み。スキルシェア関連事業も,ヒューマンキャピタル100 <24.6>,,副業,,,,,,,,,,
9345,ビズメイツ,東証グロース,ビジネスに特化したオンライン英会話展開、講師はフィリピン人主体。外国人IT人材紹介も,ランゲージソリューション94(32)、タレントソリューション6(-31) <24.12>,"英会話,関東",英語学習,ランゲージソリューション,,,94,,,32,,,
9346,ココルポート,東証グロース,就労移行・自立訓練等の障害福祉事業所をドミナント展開。個別支援や幅広い受け入れに特徴,就労移行支援・就労定着支援サービス等84、自立訓練(生活訓練)サービス16 <24.6>,関東,福祉,,,,,,,,,,
9347,日本管財ホールディングス,東証プライム,ビル、公共住宅の清掃、警備など総合管理に実績、自治体など公共施設管理拡充、持株会社移行,建物管理運営61(9)、住宅管理運営23(4)、環境施設管理11(14)、不動産ファンドマネジメント4(28)、他2(8) <25.3>,,自治体,建物管理運営,住宅管理運営,環境施設管理,61,23,11,9,4,14,
9348,ispace,東証グロース,宇宙ベンチャー。月面へ顧客から預かる荷物を運ぶ事業や、月面からデータを提供する事業が柱,ペイロードサービス78、パートナーシップサービス15、他7 <25.3>,"宇宙開発,関東",宇宙探査,,,,,,,,,,
9351,東洋埠頭,東証スタンダード,埠頭会社最大手で特殊倉庫のパイオニア。精緻な保管仕様誇る。輸入青果物強い。国際物流注力,国内総合物流89(4)、国際物流11(1) <25.3>,"倉庫,関東",倉庫・物流施設,国内総合物流,国際物流,,89,11,,4,1,,
9353,櫻島埠頭,東証スタンダード,大阪唯一の商業埠頭会社。石炭等ばら貨物が主体。液体タンク群誇る。冷蔵・低温倉庫なども展開,ばら貨物53(-2)、液体貨物34(32)、物流倉庫12(40)、他0(33) <25.3>,"倉庫,近畿",カジノ・IR,液体貨物,物流倉庫,,34,12,,32,40,,
9355,リンコーコーポレーション,東証スタンダード,新潟港軸の港湾運送大手。倉庫や運輸、商品販売、ホテル、不動産なども展開。川崎汽船系列,運輸73(1)、不動産2(47)、ホテル17(5)、関連7(8) <25.3>,"海運,中部",ホテル,運輸,ホテル,関連,73,17,7,1,5,8,
9360,鈴与シンワート,東証スタンダード,鈴与グループ。SIと物流の2本柱。NTTデータ2次請け開発、パッケージソフト開発に強み,情報サービス82(18)、物流18(18) <25.3>,"システム,関東",データセンター,情報サービス,物流,,82,18,,18,18,,
9361,伏木海陸運送,東証スタンダード,伏木港、富山新港等で紙製品やコンテナの港湾作業が中心。日ロ定期船も運航。客船クルーズも,港運66(11)、不動産9(25)、繊維製品製造16(-2)、他9(4) <24.6>,"海運,中部",クルーズ,港運,不動産,,66,9,,11,25,,
9362,兵機海運,東証スタンダード,姫路、水島、神戸、大阪での鋼材一貫輸送に強み。中ロ韓へ外航海運も。本社に巨大物流センター,海運61(7)、港運・倉庫39(-1) <25.3>,"海運,近畿",内航,海運,,,61,,,7,,,
9363,大運,東証スタンダード,阪神港地盤の港湾業者。荷役や通関業務軸に陸送も。パナソニック系とSCREENが大口荷主,港湾運送98(6)、自動車運送2(-2)、他0(99) <25.3>,"海運,近畿",中国,港湾運送,,,98,,,6,,,
9364,上組,東証プライム,港湾総合運送で首位級。設備投資に積極的。ビル賃貸等に頼らず高品質物流に特化し差別化,物流87(12)、他13(11) <25.3>,"海運,倉庫,近畿",大阪・関西万博,物流,,,87,,,12,,,
9365,トレーディア,東証スタンダード,神戸地盤で5大港での港湾運送が主軸。中国や東南ア中心に国際複合一貫輸送の拡充に注力,輸出16(0)、輸入31(0)、国際52(2)、倉庫0(96)、他1(12) <25.3>,"海運,近畿",インド,国際,輸入,輸出,52,31,16,2,0,0,
9366,サンリツ,東証スタンダード,工作機械など輸出用梱包に強み。運輸、倉庫も。中国撤退で、日本、米国の2拠点で国際物流拡充,梱包70(12)、運輸15(9)、倉庫14(14)、賃貸ビル1(29)【海外】10 <25.3>,"陸運,関東",倉庫・物流施設,梱包,運輸,倉庫,70,15,14,12,9,14,10
