code,company_name,market,feature,business_composition,industries,themes,business1,business2,business3,business_sales1,business_sales2,business_sales3,business_profit1,business_profit2,business_profit3,overseas
6413,理想科学工業,東証プライム,高速印刷機に強み。インクジェットプリンタ(IJP)を重点展開。学校教育関連が主要顧客,印刷機器98(8)、不動産1(61)、他1(-53)【海外】52 <25.3>,"プリンター,関東",構造改革,印刷機器,不動産,,98,1,,8,61,,52
6416,桂川電機,東証スタンダード,大判型に特化したデジタル多機能プリンタメーカー。海外売上比率高い。業績悪化で再建中,画像情報機器100 <25.3>,"プリンター,関東",構造改革,,,,,,,,,,
6417,SANKYO,東証プライム,パチンコ機製造大手。フィーバー台で成長。開発力に定評。円谷フィールズHDと親密。好財務,パチンコ機関連56(41)、パチスロ機関連33(56)、補給機器関連11(7)、他0(38) <25.3>,"パチンコ,関東",パチンコ・パチスロ,パチンコ機関連,パチスロ機関連,補給機器関連,56,33,11,41,56,7,
6418,日本金銭機械,東証プライム,紙幣識鑑別機や硬貨計数機等の貨幣処理機大手。欧米市場が主力。米国カジノ向けはシェア大,グローバルゲーミング57(20)、海外コマーシャル15(-10)、国内コマーシャル10(30)、遊技場向機器18(21)【海外】72 <25.3>,"産業機械,パチンコ,近畿",カジノ・IR,グローバルゲーミング,遊技場向機器,国内コマーシャル,57,18,10,20,21,30,72
6419,マースグループホールディングス,東証プライム,パチンコ店向け機器大手。開発に強み。工場向け等の自動認識関連製品へ展開。宿泊・飲食育成,アミューズメント関連79(35)、スマートソリューション関連14(11)、ホテル・レストラン関連6(3) <25.3>,"パチンコ,関東",画像認識,アミューズメント関連,スマートソリューション関連,ホテル・レストラン関連,79,14,6,35,11,3,
6420,ガリレイ,東証プライム,食品・業務用冷凍冷蔵庫で国内大手。ショーケース首位級。中国、東南アジア市場開拓も推進,フードサービス23、医療・理化学製品販売1、冷凍冷蔵ショーケース41、大型食品加工機械7、大型パネル12、小型パネル他16 <25.3>,倉庫,再生医療,,,,,,,,,,
6424,高見沢サイバネティックス,東証スタンダード,駅の自動券売機を製造販売。ATM向け硬貨・紙幣処理装置等のメカトロ機器、ゲート等特機も,電子制御機器100 <25.3>,"産業機械,関東",キャッシュレス,,,,,,,,,,
6425,ユニバーサルエンターテインメント,東証スタンダード,パチスロ大手。フィリピンのカジノ・リゾート『オカダ マニラ』の開発に注力。旧アルゼ,遊技機35(17)、統合型リゾート(IR)65(4)、他0(30)【海外】65 <24.12>,"パチンコ,関東",カジノ・IR,統合型リゾート(IR),遊技機,,65,35,,4,17,,65
6428,オーイズミ,東証スタンダード,パチスロ機用メダル貸機、補給回収システム、パチスロ機が柱。食品事業などへも多角化,アミューズメント47(-4)、不動産4(50)、電気5(51)、食品・EC45(2) <25.3>,"パチンコ,関東",パチンコ・パチスロ,食品・EC,電気,不動産,45,5,4,2,51,50,
6430,ダイコク電機,東証プライム,ホール向けコンピュータシステム最大手。遊技機ユニットと2本柱。24年にスマート遊技機参入,情報システム91(28)、アミューズメント8(8)、他2(-20) <25.3>,"パチンコ,中部",パチンコ・パチスロ,情報システム,アミューズメント,,91,8,,28,8,,
6432,竹内製作所,東証プライム,ミニショベル主体の建機中堅、クローラーローダーを世界初開発、海外販売比率高くシェア上位,建設機械100【海外】99 <25.2>,"建設機械,中部",円安メリット,,,,,,,,,,99
6433,ヒーハイスト,東証スタンダード,産業機械用直動ベアリングが軸。液晶製造装置用位置決め部品も。売上の過半はTHK向け,直動機器61、精密部品加工30、ユニット製品9 <25.3>,"産業機械,関東",半導体関連,,,,,,,,,,
6436,アマノ,東証プライム,就業管理システム老舗。パーキングシステムは運営受託含め世界で展開。集塵機や清掃ロボも柱,時間情報システム77(17)、環境関連システム23(11)【海外】46 <25.3>,"ソフト（業務）,システム,関東",働き方改革,時間情報システム,環境関連システム,,77,23,,17,11,,46
6440,JUKI,東証プライム,アパレル向けの工業用ミシン世界大手。アジアで強い。家庭用3位。表面実装機が第2の柱,縫製機器&システム66(-4)、産業装置&システム34(2)、他0(0)【海外】83 <24.12>,"産業機械,ロボット,関東",インド,産業装置&システム,,,34,,,2,,,83
6444,サンデン,東証スタンダード,カーエアコン用コンプレッサー世界2位。欧州車軸。ハイセンス傘下。事業再生ADRで再建中,自動車機器99、他1【海外】93 <24.12>,"自動車部品,関東",EV関連,,,,,,,,,,93
6445,ジャノメ,東証プライム,家庭用ミシン1位。日本、タイ、台湾で生産。卓上ロボット、ダイカスト等産業機器が第2の柱,家庭用機器79(8)、産業機器13(-8)、IT関連7(13)、他1(31)【海外】76 <25.3>,"白物家電,関東",インド,家庭用機器,IT関連,,79,7,,8,13,,76
6448,ブラザー工業,東証プライム,プリンタなどデジタル印刷機が主柱。中国等で生産し欧米中心に販売。ミシン首位級。産機注力,プリンティング等62(11)、マシナリー10(1)、ドミノ14(5)、ニッセイ2(3)、パーソナル&ホーム7(13)、他6(4)【海外】87 <25.3>,"工作機械,プリンター,中部",EV関連,プリンティング等,ドミノ,マシナリー,62,14,10,11,5,1,87
6454,マックス,東証プライム,複写機内蔵綴じ機やホッチキス、建築作業用くぎ打ち機で国内首位。子会社で車いす製造販売も,オフィス機器24(20)、インダストリアル機器73(22)、HCR機器4(-3)【海外】48 <25.3>,"文房具,関東",高速道路,インダストリアル機器,オフィス機器,,73,24,,22,20,,48
